sifrapu,lat,lon
34738,46.0477862,14.5045409
34770,46.0524331,14.4811995
34789,46.0432334,14.505803
34800,46.0455893,14.4957638
34819,46.5568733,15.6642388
34827,46.0605395,14.5178298
34843,46.0693078,14.5484774
35114,46.0562241,14.5175592
35130,46.0455428,14.5067203
35149,46.0560549,14.5158289
35408,46.5735965,16.4480421
35416,46.238001,15.6350984
35432,46.0565261,14.830109
35440,46.052106,14.499309
35459,46.5518663,15.6439792
35467,46.0827664,14.4857811
35475,46.3439191,14.1712944
35483,46.150242,15.0441166
35491,46.146409,15.0836455
35505,46.1345641,14.9953657
35513,46.0544261,14.5086717
35521,46.2281029,15.5186156
35530,46.3776865,15.0459923
35548,46.2309438,15.262049
35556,46.4352563,14.0620143
35564,46.2380879,14.35538
35572,46.5650476,16.4524013
35580,46.0495257,14.504501
35599,46.240438,15.6305299
35602,46.0546714,14.4927009
35610,46.0525598,14.5010276
35629,46.0492103,14.5012191
35637,46.0519826,14.5046555
35645,46.050341,14.5100384
35653,46.0612567,14.509505
35661,46.5602095,15.6444241
35670,46.5570365,15.6422263
35688,45.9562789,13.64965
35696,46.4202721,15.8706081
35700,46.3569173,15.1155967
35715,46.2287136,15.2605559
35726,46.1377739,14.5904518
35734,46.1451739,15.0837185
35742,45.9578623,15.4953639
35750,46.1542793,15.2359978
35769,46.0569465,14.5057515
35777,46.0505792,14.498087
35785,46.0470052,14.5038189
35793,46.5406276,15.5188875
35807,46.0612567,14.509505
35815,46.0569465,14.5057515
35823,46.5182727,16.1955973
35831,46.558706,15.6415789
35840,46.5574516,15.6492156
35858,46.6601461,16.1634218
35866,45.9573814,13.6473728
35874,45.8045552,15.1632346
35882,45.5289918,13.5683506
35890,45.5152173,13.5967761
35904,45.7381847,14.7281961
35912,45.7067579,13.8702387
35920,46.5093107,15.0791232
35939,46.5113415,15.080381
35947,46.3942821,15.5705212
35955,46.3594701,15.1142968
35963,46.1345641,14.9953657
35980,45.9091002,15.0069305
36404,46.1562525,15.0544078
36420,46.6851335,16.2165707
36439,46.4853676,13.7848126
36447,45.9635866,15.4858649
36471,45.8180473,15.3553406
36480,45.9676388,15.4844937
36510,46.0507824,14.5101637
36528,46.2284029,15.5188919
36536,45.9088102,15.5964652
36544,46.6003071,15.1644493
36552,46.3569173,15.1155967
36560,46.6781672,15.9907914
36579,46.1542793,15.2359978
36587,46.2394671,14.3557705
36595,46.6060116,16.2354595
36609,45.5707701,15.1928651
36625,45.9088102,15.5964652
36641,46.2258891,15.7000313
36650,46.5584464,15.6468772
36676,46.1288571,13.9897649
36692,46.3405884,14.9651944
36706,45.886443,13.9104159
36714,45.8042246,15.1696891
36722,45.701932,17.701144
36730,46.3405533,14.175808
36749,46.4201656,14.6917301
36757,45.9974662,13.5270875
36765,46.8275667,16.3252599
36773,46.3019572,14.4220494
36781,46.2532469,14.4873125
36790,45.6682839,14.1870666
36803,45.8462738,13.9622067
36811,46.2368783,15.6381237
37005,45.9193034,14.3640682
37010,45.9089883,15.5920665
37028,46.2279314,15.2614253
37044,46.1370591,14.6003014
37052,46.5895287,15.0172467
37060,45.9574499,14.6559871
37079,46.0004818,14.0217914
37087,45.5645543,14.2484939
37095,45.5324217,13.6621275
37109,46.4352563,14.0620143
37117,46.2208092,14.6059548
37125,45.6382407,14.8576843
37133,45.5483196,13.7308006
37141,46.2418497,14.3566316
37150,45.9651639,15.4861057
37168,46.155858,15.2351077
37184,46.5632231,16.4532139
37192,46.0477429,14.5037528
37206,46.0551908,14.504221
37214,46.0569465,14.5057515
37222,46.043693,14.4850424
37230,46.0644561,14.5118309
37249,46.0564329,14.535457
37265,45.9179378,14.2240774
37273,46.5585204,15.6455706
37281,45.6536418,15.3131899
37290,46.3400777,14.9611865
37303,46.6592423,16.1644254
37311,45.9569757,13.6498059
37320,45.8050726,15.1668939
37338,46.4065444,16.1503259
37346,45.5272372,13.5688711
37354,45.7750019,14.2114838
37362,46.4200278,15.8666612
37370,46.6147787,15.212645
37389,46.3451573,14.1713527
37397,46.5413507,14.9569925
37400,45.7087263,13.8734817
37419,46.5025784,15.0861741
37427,46.3929626,15.5733215
37435,46.2166671,15.394494
37443,46.1682793,14.3065523
37451,46.1828413,13.7312006
37460,46.1505209,15.0436507
37478,46.3635091,14.3087236
37486,45.9584863,14.2922399
37494,46.2292923,15.2697164
37508,45.5477153,13.7334525
37516,46.0500826,14.5068874
37524,46.557553,15.6446791
37532,45.9570105,13.6497564
37540,46.4206824,15.8652578
37559,45.9020429,15.5928129
37567,46.228785,15.2613651
37575,46.2290105,15.2634246
37583,46.000987,14.0185159
37591,46.4327196,14.0580081
37605,46.2232606,14.6062156
37613,45.6375287,14.8654785
37621,45.5483605,13.7280977
37630,46.2388443,14.3546242
37648,45.8350057,15.4171339
37656,46.5669487,16.4532028
37664,46.0234855,14.8575321
37672,46.052157,14.4989425
37680,46.0553688,14.5154062
37699,46.052157,14.4989425
37702,46.0551796,14.5005108
37710,46.0569465,14.5057515
37729,46.046902,14.5041396
37737,46.0557497,14.5510076
37745,46.048933,14.5062517
37753,46.0558229,14.5077732
37761,46.0469485,14.4935354
37770,46.0591066,14.4960478
37788,46.5625726,15.6482416
37796,46.5605469,15.648246
37800,45.6513164,15.3174849
37818,46.662761,16.160571
37826,45.9612587,13.6862878
37834,45.8031132,15.1681323
37842,45.5276042,13.5680003
37850,45.7772945,14.2173439
37869,46.4206824,15.8652578
37877,46.3405533,14.175808
37885,46.5418394,14.9566849
37907,46.1651529,14.3046194
37915,46.1505037,15.0436373
37931,46.0678106,14.3138684
38016,46.1883484,14.6099256
38032,46.0525573,14.471796
38040,46.3393929,15.4252098
38059,46.366092,14.3089662
38067,46.3623319,14.3073982
38075,45.5486041,13.7295355
38083,46.1820044,13.7322298
38091,45.7955604,14.3623076
38105,46.0487278,14.5209082
38113,46.2305456,15.6975253
38121,46.0088769,15.3037611
38130,45.8881751,13.9049325
38156,46.3923832,15.5729178
38172,46.662761,16.160571
38180,46.6513295,16.3520817
38199,46.3208182,14.9499426
38202,45.5736892,15.1917892
38210,46.0588764,14.8269956
38229,46.356351,15.109803
38237,46.3592006,15.1189721
38245,46.5646227,16.4513824
38253,46.5093107,15.0791232
38261,46.4065444,16.1503259
38270,46.799865,16.0960637
38288,46.2285393,15.2673326
38296,46.3700688,14.1076531
38300,45.8517769,14.6229993
38318,46.5652689,15.6434192
38326,45.6507351,15.1806915
38393,46.4044433,14.137517
38407,45.803592,15.1680961
38415,45.5482756,13.7277109
38423,46.4066132,16.1511011
38431,46.5167257,14.8546351
38440,46.0596646,14.8290009
38458,46.5763473,15.8317849
38466,45.9572061,14.8057123
38474,45.7168842,14.4694447
38482,46.6774291,15.9902088
38490,46.0691081,14.489449
38504,46.0555901,14.5037382
38512,46.3597554,15.1150007
38520,46.0568401,14.5097779
38539,45.4727469,14.8747701
38547,46.0469998,14.5039557
38555,46.1641396,14.3068492
38563,46.359506,15.1144624
38571,46.1404644,14.4140816
38580,46.5593678,15.6478837
38598,46.662761,16.160571
38601,46.0022713,14.0236988
38610,45.737483,14.7251017
38628,46.0486918,14.5092227
38636,46.5571007,15.6477411
38660,46.5405703,14.9567296
38679,46.0596646,14.8290009
38687,46.002408,14.0245016
38695,45.9385633,14.804002
38709,46.3828061,15.2956169
39110,46.0477854,14.5045226
41114,46.0545735,14.5066523
41122,46.0575941,14.5093737
42110,46.2295881,15.2621111
42129,45.5447726,13.7349907
42137,46.0545735,14.5066523
42145,46.5590121,15.6522786
42153,46.2295881,15.2621111
42161,45.5447726,13.7349907
42170,46.2466931,14.3575751
42188,46.0545735,14.5066523
42196,46.5590121,15.6522786
42200,46.6582147,16.1668638
42218,45.959341,13.6489529
42226,45.8052272,15.1675214
42234,45.9669397,15.4850491
42242,46.4185348,15.8714291
42250,46.5119368,15.080311
42307,46.0558181,14.5077324
44113,46.0575941,14.5093737
44125,46.2397495,15.2677063
44145,46.0569465,14.5057515
44164,46.2307689,15.2606197
44172,45.5452783,13.7336621
44180,46.2473638,14.3550031
44199,46.0538199,14.5042016
44202,46.5570101,15.6513647
44210,46.6579897,16.1689144
44229,45.9086239,13.5785575
44237,45.8047356,15.1675605
44245,45.9669661,15.4854179
44253,46.4186052,15.8728836
44261,46.5102284,15.0809978
44270,46.0575941,14.5093737
44288,46.0575941,14.5093737
45144,46.0509357,14.5022068
46116,46.0384398,14.4669985
50113,46.062171,14.5090802
50121,46.2317835,15.2627919
50130,45.5447726,13.7349907
50148,46.0547883,14.5109422
50156,46.5575245,15.6461689
61045,45.7955099,14.3621843
62014,45.8853638,13.9113376
62022,45.9043717,15.592799
62030,46.2298528,15.2613272
62049,45.7928126,14.3662755
62057,45.579089,15.1959979
62065,46.1378724,14.5927402
62073,46.5866278,15.0243939
62081,46.6773804,15.9902601
62090,45.9571465,14.6529199
62103,46.1457428,15.0815915
62111,46.0012633,14.0209461
62120,45.5638933,14.2447853
62138,45.5299167,13.6668823
62146,46.4319811,14.0629742
62154,46.2263858,14.6118151
62162,45.6431113,14.8550093
62170,45.5478499,13.7312938
62189,46.2431349,14.3557415
62197,45.9665825,15.4853397
62200,46.1540221,15.235297
62219,46.5758981,15.8305068
62227,46.5617827,16.4552377
62235,46.0568175,14.8315234
62243,46.0510323,14.506707
62251,46.5176528,16.1949459
62260,45.9176752,14.2226476
62278,46.5625475,15.6499776
62286,45.6454423,15.3174044
62294,46.3405884,14.9651944
62308,46.6627326,16.163722
62316,45.957169,13.6488109
62324,45.8039081,15.16464
62332,46.4072027,16.1472411
62340,46.6090269,15.6779261
62359,45.502888,13.6036542
62367,45.7754308,14.2139857
62375,46.4216881,15.8720971
62383,46.6145074,15.2245651
62391,46.3437374,14.1718481
62405,46.5415786,14.9635027
62413,45.7410998,14.7255031
62421,46.5389787,15.5100091
62430,46.0056937,15.3155628
62448,45.7090839,13.8733547
62456,46.5097834,15.080969
62464,46.392912,15.5741946
62472,46.3370246,15.4216382
62480,46.2172659,15.3935771
62499,46.1636051,14.3068051
62502,46.2290562,15.5198819
62510,46.1826652,13.7313062
62529,46.1562525,15.0544078
62537,45.9077894,15.0078214
62545,46.3635091,14.3087236
62553,46.3592008,15.1136985
62561,45.9659976,14.2983166
62570,46.1344284,14.9964
62588,46.2503716,15.1644008
63002,46.2397495,15.2677063
63010,45.5736892,15.1917892
63037,45.548333,13.7321486
63045,46.2525178,14.3496218
63053,46.0533002,14.513894
63061,46.0499644,14.523221
63070,46.0392617,14.4880809
63088,46.0722214,14.5123165
63096,46.0491519,14.5178377
63100,46.0493455,14.4866302
63118,46.5643847,15.6235159
63126,46.5625345,15.6272134
63134,46.5609707,15.631367
63142,46.5500695,15.6489763
63169,46.5613686,15.6313256
63177,46.6561917,16.159991
63185,45.9515695,13.6361502
63193,45.7939137,15.1606709
63207,45.5142898,13.5908455
63215,46.4277156,15.870824
63223,46.1671294,14.3058337
63266,46.0673644,14.5397478
63290,46.0601295,14.5398166
63304,46.0601295,14.5398166
63312,46.0490207,14.5185387
63320,45.8839025,13.9178187
63339,46.6021054,16.2376638
63347,46.3707358,14.1132863
63355,45.9170951,14.365835
63363,46.010264,14.4159708
63371,45.9061559,15.5974832
63380,46.243222,15.2654742
63398,46.2306866,15.2582769
63401,46.2385251,15.2733547
63410,45.7916444,14.3647449
63428,45.5652414,15.1897057
63436,46.14319,14.6018942
63444,46.1368895,14.5940439
63452,46.5891868,15.0216882
63460,46.6780631,15.9957647
63479,45.9549248,14.6546108
63487,46.1433565,15.0804453
63495,46.0031065,14.0293882
63509,45.9502141,14.5324181
63517,45.9395841,14.8047626
63525,45.5324217,13.6621275
63533,46.4389376,14.0433421
63541,46.2204131,14.6132037
63550,46.4050135,15.7947234
63568,45.6397661,14.8585407
63576,45.5416226,13.7174642
63584,45.5472767,13.7272754
63592,45.5458814,13.7316497
63606,46.2370542,14.3622249
63614,45.9608523,15.4921044
63622,46.1550638,15.2386748
63630,46.5954161,15.8637359
63649,46.5646014,16.4503999
63657,46.0615173,14.8188531
63665,46.0569171,14.5230515
63673,46.0626407,14.5177001
63681,46.0787291,14.5111209
63690,46.0751545,14.5071702
63703,46.1029885,14.5351339
63711,46.0618782,14.6162844
63720,46.0650216,14.5348594
63738,46.0593146,14.5323863
63746,46.0544534,14.5436206
63754,46.0741908,14.4800956
63762,46.0721537,14.4926244
63770,46.0952353,14.4696697
63789,46.0742247,14.4742009
63797,46.0438649,14.4903814
63800,46.5176259,16.2004609
63819,45.9158464,14.2289769
63827,46.5653709,15.656816
63835,46.5641174,15.6342652
63843,46.5605749,15.6444333
63851,46.5441357,15.6386826
63878,46.5283264,15.6755083
63886,46.5526694,15.6599881
63894,46.5441856,15.6462689
63916,46.5506023,15.6260253
63924,46.5421437,15.6318377
63932,46.1453648,14.4096746
63940,46.1673365,14.5712049
63959,45.6465553,15.318373
63967,46.689351,16.2230142
63975,46.3357963,14.9549269
63983,46.6545237,16.160958
63991,45.9531746,13.6453051
64009,45.8041577,15.1764598
64017,46.4098,16.1465648
64025,45.5061801,13.6081088
64033,45.5276011,13.5704104
64041,45.50538,13.606574
64050,45.7717704,14.2124386
64068,46.4200208,15.8669408
64076,45.7984156,15.1569394
64084,46.6461163,16.038985
64092,46.3458184,14.1733555
64106,46.2254233,14.1640598
64114,45.742891,14.7272133
64122,46.2409012,15.6254854
64130,46.0125769,15.3006878
64149,45.7072618,13.8657544
64157,46.5037659,15.0823167
64165,46.3953291,15.5694736
64173,46.3415206,15.4264364
64190,46.2078553,15.3902447
64203,46.1696831,14.2976292
64211,46.2301857,15.5167597
64220,46.3783705,15.0498023
64238,46.1844981,13.7351339
64246,46.1536784,15.045686
64254,45.9092197,15.0163492
64270,46.3586674,14.2978332
64289,46.3660739,15.1117015
64297,46.2901838,15.3068071
64300,45.9650114,14.2991195
64319,46.1322632,14.9939828
64327,46.3690952,15.3895668
64335,46.2539606,15.1592126
64343,45.8893454,13.902677
64351,45.8808178,14.0017093
64360,45.8850731,13.8408489
64378,45.9273719,13.911015
64386,46.6086588,16.2385376
64394,46.6082001,15.8898414
64408,46.0555733,15.6640659
64416,46.3728111,14.1092932
64424,46.3808327,14.066079
64432,45.773772,14.5070426
64440,46.2758571,13.9527903
64459,45.9161742,14.3656681
64467,46.3380313,13.5526294
64475,46.2819714,15.0407195
64483,45.99771,13.5279386
64491,45.9542039,14.4143676
64505,46.0173781,14.4124738
64513,45.9066769,15.5956522
64521,45.9518794,15.584745
64530,46.0156595,15.6923559
64548,45.8844923,15.5225796
64556,45.9014326,15.6616687
64564,45.9560606,15.6281603
64572,46.0035344,15.6477898
64580,45.8521871,15.6625232
64599,46.7181731,16.0186382
64602,46.2490679,15.2785503
64610,46.2302597,15.2642479
64629,46.2353765,15.2666046
64637,46.2149928,15.260602
64645,46.2358319,15.2470516
64653,46.240825,15.2583166
64661,46.2443725,15.2467425
64670,46.2501618,15.2650937
64688,46.2285393,15.2673326
64696,46.2590606,15.3207324
64700,46.2547081,14.4881649
64718,45.7963858,14.3563813
64726,45.8104077,14.3226983
64734,46.1264485,13.9852492
64742,46.5647789,15.9470828
64750,46.5506835,16.2800553
64769,46.5690609,16.2977628
64777,46.4683456,14.8555958
64785,45.5734362,15.1922047
64793,45.5226897,15.1789555
64807,45.4929483,15.0770866
64815,45.4599847,15.2505472
64823,45.5662764,15.1893431
64831,46.4894208,15.8759425
64840,45.6826153,13.9678748
64858,46.1345119,15.3890767
64866,45.8482427,14.6987282
64874,46.3338836,15.2240229
